x_m,y_m,w_tr_right_m,w_tr_left_m
0.45107996692044305,-1.325039246651242,0.6256225640195597,0.6256225640195597
0.3376235420173504,-1.443227841982334,0.6654989974317734,0.6654989974317734
0.21171497603896264,-1.5760155541134322,0.6959898735741782,0.6959898735741782
0.08781230402928362,-1.7193977708964336,0.7068532105970801,0.7068532105970801
-0.04085341947754028,-1.8683535952245869,0.7144365543458486,0.7144365543458486
-0.13439501032052795,-1.970215587270835,0.7138959880590433,0.7138959880590433
-0.2320738219802063,-2.0649163936912074,0.7155199471225482,0.7155199471225482
-0.37945204008268857,-2.1987021082809903,0.7202114411305047,0.7202114411305047
-0.5239160988412788,-2.335335450376261,0.7114630431890047,0.7114630431890047
-0.6599709634413892,-2.472820432309198,0.6790742185127866,0.6790742185127866
-0.784868099154956,-2.6214410178580674,0.6210144197765163,0.6210144197765163
-0.9125912231503572,-2.773908579947087,0.5409681107322937,0.5409681107322937
-1.0529804294640144,-2.9113570862210816,0.4632734075035982,0.4632734075035982
-1.2056506354626642,-3.025188679385715,0.4183194310321395,0.4183194310321395
-1.3618906510005737,-3.0958790877500135,0.42069604007852207,0.42069604007852207
-1.513561773200062,-3.1511648831614654,0.43534482655049184,0.43534482655049184
-1.6739668197363367,-3.186541186979956,0.46945810141353544,0.46945810141353544
-1.8285929685533695,-3.19740804850641,0.5148274521531948,0.5148274521531948
-1.9785089126217124,-3.1800061793432195,0.5632361639987341,0.5632361639987341
-2.1197530501528776,-3.1288503016756977,0.6190827969197313,0.6190827969197313
-2.2601271677111843,-3.0608080622836455,0.6642769638086264,0.6642769638086264
-2.4143558805842953,-2.996298534797772,0.6900473734445418,0.6900473734445418
-2.5567803246361627,-2.9193652444573845,0.701526267275407,0.701526267275407
-2.697421006721709,-2.826905268077983,0.7006331398626191,0.7006331398626191
-2.841371183185545,-2.7213715584014455,0.693884183636588,0.693884183636588
-2.988310974846602,-2.6075785245686784,0.681402341180808,0.681402341180808
-3.1408488351751624,-2.495447441823072,0.6664052525454873,0.6664052525454873
-3.2904295682097113,-2.3835975055068346,0.6507364649245304,0.6507364649245304
-3.43338615557604,-2.263557029124198,0.6323161547839015,0.6323161547839015
-3.5799279453309443,-2.1340847512101773,0.6100593394717218,0.6100593394717218
-3.684230938958463,-2.0515156944007122,0.5960193116607442,0.5960193116607442
-3.840735079469295,-1.936418889242602,0.5779029458420891,0.5779029458420891
-3.9985866188690338,-1.835895133555268,0.5658777730528779,0.5658777730528779
-4.143433738643475,-1.725716358117903,0.5623143562252587,0.5623143562252587
-4.285560819717614,-1.6073406046084269,0.5641093827054477,0.5641093827054477
-4.404871272355005,-1.4723126510546307,0.5569603453485054,0.5569603453485054
-4.494581882671506,-1.3246836598478695,0.5432500590793058,0.5432500590793058
-4.560755735270824,-1.167996244816722,0.5236564133855341,0.5236564133855341
-4.574913754975693,-1.1167934542237994,0.5188955860313014,0.5188955860313014
